AT,V,PE
29.95,73.42,432.81
13.56,42.34,462.6
8.16,39.72,480.21
18.95,46.21,457.58
33.45,73.88,435.48
28.03,60.23,438.88
25.19,63.94,438.73
29.9,64.79,441.41
24.13,45.61,453.19
25.6,56.9,437.82
19.83,51.43,449.45
11.75,40.55,472.43
6.28,41.06,489.79
26.12,70.47,434.67
7.92,36.08,482.98
13.63,40.92,462.4
23.84,68.94,436.05
5.25,40.07,495.23
13.91,44.58,472.67
10.63,44.2,477.19
22.48,67.45,445.55
27.36,66.54,436.69
27.99,66.91,439.74
30.93,71.85,427.82
20.37,44.58,463.2
7.01,37.8,483.95
16.98,63.09,450.55
30.03,70.02,436.88
6.34,40.64,478.78
14.59,35.71,469.32
10.72,41.17,479.21
26.89,56.85,436.44
11.84,39.28,477.51
29.59,71.77,426.62
12.02,39.69,470.17
18.89,43.56,463.91
18.18,50.16,451.14
27.82,52.84,440.31
20.77,51.3,450.97
28.21,73.06,430.46
15.86,43.67,465.46
25.65,69.23,435.25
31.18,70.36,438.46
10.05,40.23,475.48
30.33,70.36,438.47
26.19,73.77,433.34
28.09,70.02,437.83
19.02,47.45,453.08
15.49,40.89,465.37
23.26,64.05,442.75
15.99,43.34,465.96
23.95,60.37,440.9
30.91,70.32,433.71
8.35,42.85,483.63
7,38.5,489.52
20.53,49.16,444.69
25.04,65.48,440.92
24.51,51.95,449.73
21.23,68.08,445.41
7.01,40.72,489.64
16.78,41.35,459.64
9.08,40.02,476.69
30.78,69.14,433.96
23.02,63.47,443.66
25.56,74.67,435.81
17.53,42.24,470.63
21.12,62.96,454.65
13.01,41.49,466.5
7.47,40.07,489.59
13.17,36.71,474.93
15.25,43.02,467.23
28.89,70.72,433.02
27.19,62.91,444.8
21.46,74.87,445.5
32.16,76.2,433.29
25.42,68.08,433.82
22.83,59.43,440.76
15.63,41.79,455.24
30.83,77.3,435.87
15.78,43.99,461.07
25.46,56.89,443.5
20.57,44.78,465.69
10.02,42.44,478.5
11.61,52.75,464.68
23.14,51.19,443.87
15.04,38.01,468.12
10.27,52.75,470.76
21.19,74.93,443.29
12.69,40.71,477.14
28.37,71.64,434.91
19.12,58.79,447.02
23.49,64.63,450.28
19,58.95,451.96
11.58,41.74,478.06
15.2,39,463.88
15.71,40.12,462.6
23.27,65.48,443.43
19.78,62.1,450.43
14.1,39.16,464.07
19.62,58.79,446.29
13.9,39.59,465
31.37,74.87,436.16
26.86,71.32,430.44
18.35,57.76,458.41
30.29,59.22,441.57
25.91,58.98,442.65
15.98,42.99,467.42
15.72,41.76,462.19
22.81,71.85,440.4
13.73,41.78,464.94
5.33,39.33,491.17
14.71,52.72,462.34
24.26,42.8,459.65
27.78,72.43,429.62
16.5,53.29,458.37
8.51,39.66,483.54
18.6,58.71,430.38
6.52,39.85,483.01
14.76,40.71,465.58
28.8,70.02,435.45
11.53,41.39,474.49
12.15,45.01,468.07
9.61,44.03,473.54
13.67,38.53,470.39
25.88,71.73,430.86
26.82,66.51,439.48
28.11,69.84,427.33
28.9,60.07,440.62
26.97,71.58,433.88
26.84,71.94,427.2
25.28,67.69,445.34
9.02,38.08,478.32
12.89,36.71,475.13
17.35,39.72,459.83
26.86,71.14,426.97
15.43,39.16,470.74
29.72,68.24,426.54
31.4,70.32,433.42
21.6,59.8,450.14
7.06,41.74,448.97
18.9,62.96,455.88
27.77,63.9,441.3
13.2,40.83,472.41
22.59,60.32,447.17
28.5,64.84,441.74
27.98,67.9,436.08
27.64,75.6,441.04
9.6,37.73,481.03
10.61,43.79,480.28
31.41,76.09,430.81
28.53,66.51,436.16
7.24,41.17,486.76
7.32,41.26,482.1
26.93,67.07,437.76
9.76,40.71,470.95
22.85,59.15,448.61
13.24,40.83,472.22
29.14,61.5,437.76
22.18,62.91,449.77
15.07,43.48,459.96
25.43,72.39,436.1
14.64,39.58,467.8
14.43,41.76,467.33
8.44,41.17,486.15
32.33,69.89,427.29
23.62,61.87,447.93
25.83,70.47,434.45
17.74,49.69,457.05
23.54,67.83,426.24
26.07,69.23,436.94
27.38,77.24,435.81
23.54,41.1,448.56
28.73,50.05,436.35
14.93,43.02,468.19
34.76,68.94,427.42
23.64,63.31,440.7
29.84,58.9,440.93
10.33,40.6,478.3
25.74,59.07,441.05
31.92,75.33,431.32
13.97,39.16,470.96
25.44,61.25,441.77
12.88,44.71,469.12
7.74,42.49,481.69
11.8,43.99,466.75
11.87,40.67,479.18
18.41,42.04,465.64
12.65,44.34,473.46
7.05,43.65,480.47
12.6,41.5,472.45
30.69,71.98,430.33
27.76,72.58,429.25
16.31,52.75,456.58
25.21,63.21,441.04
29.53,77.54,432.89
26.71,76.86,437.31
15.94,41.76,462.44
7.33,41.16,466.16
14.31,40.78,463.54
12.57,41.79,461.88
30.61,69.13,429.1
14.94,40,456.41
14.65,44.84,467.18
25.76,74.87,443.7
24.4,71.14,436.68
34.18,78.05,432.1
23.02,67.25,443.44
8.22,40.77,480.38
7.16,38.56,486.12
28.32,77.95,436.97
15.5,44.34,468.53
26.79,62.44,440.55
13.62,42.34,464.79
8.86,40.23,478.05
7.14,44.71,487.71
27.29,64.45,446.94
24.06,58.98,443.75
18.36,56.65,456.49
13.83,40.78,458.85
21.43,60.95,449.12
19.08,58.59,451.05
31.46,71.29,430.8
24.54,66.49,437.38
10.41,41.01,472.82
10.49,42.49,478.75
15.03,44.45,460.06
8.53,40.02,476.73
14.64,39.31,462.72
24.31,58.62,449.12
33.95,80.18,432.22
10.39,40.22,479.14
19.69,56.65,456.29
21.45,45.09,453.15
26.04,72.43,432.94
24.39,71.85,438.2
19.69,39.72,456.55
15.37,43.67,468.23
22.3,57.19,445.1
18.64,43.79,465.13
7.3,39.72,485.1
28.59,68.08,436.7
14.48,44.06,467.46
10.16,41.55,477.27
30.75,71.25,431.93
12.54,44.03,471.86
27.28,78.92,434.78
23.54,65.27,445.19
26.68,62.91,441.04
9.88,40,481.58
9.27,40.22,481.23
26.38,65.12,441.07
26.64,58.69,439.32
23.63,58.62,445.51
24.39,51.86,447.7
23.09,63.76,443.86
32.38,67.17,438.67
27.44,58.9,442.19
9.37,44.77,474.41
30.96,71.77,425.66
12.06,48.04,465.63
20.1,58.95,446.7
9.64,36.66,479.08
28.02,71.77,428.58
25.24,71.14,435.09
24.96,60.27,442.67
27.5,49.3,439.77
20.83,44.78,460.6
28.44,69.84,426.69
21.89,58.05,441.76
16.87,52.05,460.31
23.48,51.43,441.78
15.23,37.87,464.02
23.57,66.75,439.71
22.17,60.27,443.31
30.97,69.13,435.6
23.84,49.21,447.03
23.55,61.87,443.54
17.32,42.24,472.33
21.61,41.54,458.47
12.85,41.14,464.86
22.39,58.18,448.37
22.22,66.05,442.95
24.67,70.94,443.51
6.76,39.22,487.08
13.35,39.18,469.34
11.43,44.78,471.09
13.18,37.91,469.63
29.53,71.14,431.97
25.07,56.85,442.44
28.36,66.75,433.88
32.67,77.95,432.32
22.3,74.87,442.78
16.85,49.78,455.33
7,39.81,484.51
12.74,41.5,469.92
32.88,72.29,431.74
17.46,53.29,458.06
29.05,64.84,442.58
11.32,36.18,472.67
19.65,57.85,450.5
22.69,64.45,450.65
28.31,74.34,431.95
27.97,66.17,441.7
21.45,69.94,443.31
21.45,66.05,453.38
20.51,45.38,461.87
14.57,44.45,462.48
22.21,48.14,448.33
15.06,41.85,466.72
24.84,59.22,442.7
24.44,47.93,440.53
27.05,59.15,441.39
33.92,77.95,433.01
15.42,39.82,469.9
26.87,74.99,437.78
8.69,41.04,477.2
14.19,49.83,462.86
18.23,45.01,454.06
25.47,56.89,440.38
12.62,40.83,470.94
13.61,42.34,465.65
23.91,67.69,439.84
14.73,39.52,470.45
21.62,50.05,444.16
15.29,38.73,468.62
23.66,72.43,439.02
25.14,60.29,444.5
22.56,48.92,445.07
13.56,39.58,473.16
28.74,71.14,430.12
6.93,38.68,482.37
13.52,39.3,469.41
28.69,67.79,439.87
7.9,43.79,485.26
19.5,65.12,453.99
22.27,48.98,451.74
27.83,59.57,443.85
25.34,64.27,443.94
23.57,67.9,446.72
29.73,73.06,432.73
27.63,64.96,434.22
17.28,39.99,463.28
20.58,39.53,460.1
24.6,49.3,439.46
29.98,76.09,432
12.19,41.17,475.64
30.71,68.27,428.27
24.92,63.94,441.07
25.94,60.75,439.46
23.92,71.98,433.23
11.04,39.96,468.84
22.1,65.94,443.95
19.45,41.1,458.26
24.56,63.21,444.34
31.86,73.88,435.91
22.49,45.61,455.12
19.13,50.78,447.03
20.55,68.63,453.47
15.92,41.2,468.91
18.4,43.69,462.05
12.73,44.34,472.94
7.68,39.96,477.84
14.02,44.85,469.53
30.94,64.44,439.84
9.42,41.4,472.99
11.12,41.54,477.69
3.92,41.31,487.35
20.38,66.54,448.93
25.6,73.67,433.25
23.22,59.15,443.7
25.14,60.37,438.39
7.92,42.28,484.75
24.77,69.71,441.29
30.36,69.82,439.05
21.81,65.06,447.13
27.12,70.32,429.08
8.97,39.66,482.62
23.31,60.37,438.52
20.8,69.45,443.77
9.31,41.39,480.25
27.5,59.54,438.81
10.47,41.06,477.47
13.86,50.59,467.23
23.42,50.05,441.8
15.56,41.1,464.42
16.96,46.36,460.57
18.68,62.1,453.25
18.33,49.64,468.14
13.78,40.1,445.98
12.19,41.06,474.63
15.56,41.04,457.11
32.87,70.8,433.1
25.76,57.32,440.26
11.27,40.69,476.27
26.69,70.36,435.04
6.45,35.77,483.12
23.86,74.93,444.38
27.16,47.43,442.85
33.97,72.29,432.33
10.37,40.03,477.91
25.15,71.14,434.99
10.52,41.48,469.8
28.88,66.56,426.66
19.89,68.08,448.71
19.31,43.56,463.35
7.14,41.22,435.58
28.18,71.14,432.72
26.08,57.32,441.32
29.01,64.79,442.12
21.84,58.86,445.16
16.82,49.15,462.22
29.03,67.79,445.03
14.78,41.17,469.69
15.55,43.71,465.14
30.22,70.32,435.98
25.97,68.12,437.11
19.21,53.16,454.01
18.94,48.7,453.36
22.2,44.05,445.32
26.9,77.95,434.18
16.58,46.18,463.51
10.72,35.76,473.48
13.64,34.03,469.61
24.34,70.79,433.83
30.9,73.68,430.29
7.76,39.61,488.32
9.08,36.18,477.26
9.45,39.04,483.66
28.71,51.43,440.17
25.3,49.3,436.62
24.47,48.6,442.08
15.59,52.05,456.07
29.72,77.95,434.99
32.81,71.32,434.38
29.2,70.79,425.2
25.34,70.47,433.34
10.37,37.83,470.66
13.12,52.75,462.7
14.8,44.21,466.21
11.51,41.06,476.91
14.4,41.26,462.78
22.36,58.79,445.76
20.61,44.63,456.68
13.86,41.78,467.39
12.27,39.82,477.54
13.13,50.59,470.03
25.1,60.37,438.44
8.47,42.02,477.67
21.18,60.1,452.39
11.02,43.02,478.81
28.69,58.33,448.54
18.85,41.1,462.4
29.83,62.66,438.71
27.63,71.98,426
17.7,49.21,455.97
22.69,48.14,448.52
10.56,39.13,463.14
14.86,44.85,468.87
27.24,44.89,442.84
22.74,61.87,444.59
25.31,61.5,437.03
29.13,68.3,437.25
8.42,43.14,483.49
30.76,73.17,430.98
28.46,49.16,438.02
18.15,41.67,464.44
28.71,71.64,432.05
9.65,44.68,476.71
7.28,38.56,485.57
16.26,44.89,456.86
25.86,60.32,446.58
11.6,39.96,473.22
21.43,63.47,448.17
28,74.22,433.94
28.83,72.43,428.85
12.42,43.14,471.1
33.37,71.37,432.67
7.41,40.81,488.48
14.54,42.77,466.37
26.63,61.47,444.16
29.87,69.13,426.47
14.97,42.28,466.62
34.62,69.05,425.41
32.11,78.05,431.31
4.69,39.42,486.34
17.1,48.98,454.43
13.77,42.86,471.94
21.75,59.8,453.17
24.98,58.05,447.15
26.48,73.06,433.31
13.78,40,458.74
5.54,41.38,490.07
22.07,69.94,440.09
30.45,43.21,438.68
21.79,61.45,446.99
15.81,54.3,461.63
6.86,38.08,486.92
10.23,43.72,471.61
22.09,65.59,447.28
28.37,75.6,439.25
10.07,40.92,467.01
26.02,59.57,446.5
25.96,60.95,444.19
11.3,25.36,471.19
15.12,41.04,460.58
15.08,37.85,465.58
32.95,67.9,425.89
23.8,48.6,440.89
6.86,41.38,487.49
17.3,58.59,454.88
26.85,75.6,433.48
26.82,60.96,449.81
7.87,41.17,486.2
15.58,40.66,460.61
24.39,60.84,442.72
11.93,41.38,473.88
6.67,36.08,486.52
29.45,68.84,438.41
22.26,60.77,442.58
25.64,47.01,454.48
22.46,58.33,445.9
24.12,51.43,441.49
31.85,68.3,428.72
25.63,58.86,443.84
17.09,42.42,464.11
26.22,69.89,433.61
8.26,39.42,474.72
23.2,73.17,438.64
20.92,63.86,449.09
6.67,39.37,486.84
29.6,71.94,429.02
23.27,67.9,447.25
28.43,63.31,432.62
13.84,42.18,468.66
11.42,40.35,478.7
23.66,69.51,435.39
26.09,70.4,432.52
18.5,47.03,460.08
16.28,42.99,464.13
8.61,41.04,473.62
26.11,62.44,438.87
5,40.64,485.27
22.95,63.94,438.33
15.92,39.16,460.45
23.07,65.27,443.42
26.42,59.54,438.5
11.64,38.25,472.34
17.11,49.78,453.22
7.17,41.92,485.08
27.52,66.48,429.67
8.25,43.14,479.95
24.49,59.87,444.54
28.19,71.97,438.8
17.76,40.55,461.8
20.9,67.71,446.57
22.31,61.45,437.05
8.88,41.54,484.99
20.01,52.9,455.57
23.36,59.15,442.53
25.54,61.08,447.06
24.5,58.66,451.03
12.68,43.7,471.8
11.52,39.18,474.35
28.08,64.44,440.26
28.66,74.93,440.79
30.02,69.04,440.49
9.53,40.62,469.9
18.58,63.78,453.96
8.91,40.11,475.43
26.44,59.15,439.65
23.86,73.5,438.62
30.02,73.5,429.84
12.17,49.83,469.52
25.58,61.08,446.32
12.73,40.27,475.61
10.74,44.85,476.83
15.25,46.36,461.68
27.35,77.95,431.72
30.28,67.22,447.67
24.88,51.43,441.03
33.74,69.98,425.35
32.57,65.74,440.56
27.54,68.27,433
16.09,44.71,464.95
23.86,52.84,444.66
27.78,70.8,431.44
24.11,68.63,448.45
6.39,35.57,487.69
14.16,39.28,471.27
13.43,43.56,472.94
20.11,42.04,464.13
7.32,39.42,476.12
13.71,45.08,468.43
21.49,68.28,438
15.25,39.58,466.21
19.81,56.65,457.72
25.71,71.73,434.16
9,36.3,480.31
28.85,57.19,436.8
14.66,40.73,459.23
21.94,57.5,451.1
26.48,66.54,438.87
24.08,49.3,443.46
25.95,63.47,445.5
19.76,62.1,450.44
5.07,40.07,494.87
5.62,41.38,490.83
6.8,37.8,485.96
24.77,57.17,441.12
18.59,44.63,459.65
11.17,44.77,470.85
25.87,47.01,452.32
15.46,37.64,462.96
22.63,58.41,445.43
29.59,74.78,436.77
22.25,60.84,443.99
31.53,74.99,432.34
17.95,49.21,455.1
29.45,64.96,433.04
31.31,64.44,438.14
8.41,40.67,489.25
22.85,60.08,452.5
16.02,39.54,466.15
15.12,43.79,470.11
14.47,48.79,466.25
12.1,41.17,478.1
15.38,43.99,462.48
22.16,65.48,446
26.31,72.39,434.53
15.14,39.72,460.15
26.49,61.86,440.21
23.06,56.85,440.03
16.21,50.9,462.68
8.76,41.82,480.08
11.92,40.55,472.45
28.64,73.4,441.32
17.95,59.15,449.14
33.82,73.03,439.3
5.82,40.78,470.02
20.41,48.06,451.26
31.23,72.58,427.58
6.58,40.07,493.72
13.1,41.48,460.34
20.13,40.33,460.09
29.12,74.87,435.51
19.57,68.61,448.73
25.38,72.24,432.3
12.56,41.4,472.54
28.25,57.19,436.99
27.24,77.17,439.12
16.41,44.92,462.12
26.1,63.56,442.75
17.37,41.23,461.08
31.81,66.44,426.84
13.83,45.08,465.5
28.43,73.18,427.11
12.07,38.25,470.36
14.73,58.2,458.56
16.65,56.89,452.52
22.56,60.29,447.15
23.76,61.5,441.16
14.72,38.91,468.87
22.63,58.49,448.38
21.82,58.66,452.16
20.88,47.45,449.34
18.4,43.96,464.63
23.29,65.61,447.67
26.65,74.67,435.9
24.62,72.43,436.89
27.94,69.84,428.67
27.96,68.51,432.07
25.52,71.73,434.67
9.28,41.38,486.18
20.5,51.19,445.35
24.38,47.01,454.85
25.69,59.54,439.06
13.86,44.21,468.3
31.44,64.44,437.6
26.88,69.51,436.3
27.83,69.04,443.24
29.66,59.22,441.58
11.49,41.54,476.74
5.62,41.31,485.6
31,71.77,431.07
28.18,71.85,427.83
5.76,40.07,494.67
14.73,36.99,468.23
24.91,57.17,446.01
25.12,77.95,433.4
21.42,56.89,444.86
26.06,54.5,451.67
21.14,58.98,448.31
6.91,39.37,488.2
13.97,53.82,465.24
14.64,42.77,464.27
31.58,66.54,429.73
10.27,41.44,479.3
7.94,43.65,479.8
9.32,36.3,479.52
11.87,41.58,464.77
22.58,43.79,460.3
19.2,59.21,450.86
30.18,68.24,427.38
26.27,71.98,427.65
19.39,43.14,464.55
12.81,44.34,474.03
30.93,69.98,432.25
20.03,57.19,446.46
27.34,71.29,434.94
17.7,48.98,454.41
20.61,65.61,449.72
13.82,40.2,466.99
31.77,76.09,431.69
26.55,69.45,435.64
20.42,62.96,452.08
20.76,59.04,448.92
26.08,76.86,436.85
22.86,66.48,435.56
30.33,70.32,430.1
27.22,67.9,441.22
25.22,69.88,443.24
15.3,38.62,462.65
24.01,50.16,443.03
8.01,40.62,476.22
19.31,44.71,463
22.07,70.72,442.88
27.31,68.14,437.83
19.89,50.78,446.35
14.07,46.18,465.05
12.07,40.81,475.96
31.19,69.68,440.97
26.7,62.26,435.03
21.94,58.79,447.52
12.19,40.23,474.92
13.03,41.26,466.02
28.55,74.33,426.48
15.73,38.73,466.63
16.22,41.35,462.21
27.44,47.93,437.76
25.51,64.27,444.76
19.14,56.65,458.06
16.5,44.2,458.3
13.78,45.51,468.17
13.29,71.14,464.18
27.06,77.17,432.2
13.67,44.92,467.71
14.7,44.9,468.69
11.48,37.5,472.9
16.95,58.86,453.2
22.3,50.78,449.86
27.37,70.72,441.9
18.61,44.06,452.68
27.98,74.87,435.32
9.39,39.66,482.16
22.19,48.78,446.51
25.48,60.29,443.77
27.51,71.32,433.16
11.37,39.16,480.54
8.68,43.14,480.73
25.3,59.43,442.5
12.82,48.14,467.48
20.31,49.69,455.37
23,49.5,454.44
14.24,45.01,461.64
20.17,50.66,454.79
7.69,38.06,483.54
30.36,69.04,436.72
29.12,66.51,432.88
27.01,67.98,434.65
24.24,72.43,436.6
22.49,58.71,443.33
23.76,70.32,434.64
18.09,43.72,453.02
15.96,41.66,466.39
25.54,61.08,448.57
22.96,70.79,434.47
14.76,39.64,465.82
16.16,52.05,463.09
22.36,59.44,446.75
25.79,65.27,440.04
18.78,63.09,452.86
6.49,36.3,483.43
19.4,49.69,455.6
6.16,38.5,490.92
15.31,41.35,466.5
5.74,40.62,481.15
30.31,77.24,435.28
24.54,72.24,435.08
22.97,72.24,437.41
22.45,59.87,445.34
13.9,41.17,468.96
17.78,52.08,453.31
9.59,40.11,470.71
11.91,44.45,466.52
31.26,70.36,438.15
23.82,64.15,447.37
25.02,69.75,437.87
25.47,70.36,437.02
27.13,59.54,438.32
24.6,48.78,442.23
24.95,76.16,437.47
7.55,41.04,476.58
34.24,74.67,425.58
19.94,44.9,459.47
27.14,63.13,438.82
28.56,74.22,434.54
13.05,44.34,473.4
26.72,74.87,441.93
12.5,43.67,473.26
20.62,68.12,447.16
16.17,38.01,462.54
9.58,38.08,478.5
25.42,73.21,432.04
30.31,70.36,439.11
23.76,51.19,442.9
29.42,79.74,437.61
8.8,42.32,483.88
27.16,72.58,429.59
19.75,49.02,446.63
30.44,68.84,438.31
18.6,41.67,458.91
19.65,45.01,451.63
15.99,49.21,463.47
8.73,41.26,476.42
15.99,39.63,464.95
5.56,45.87,476.61
8.88,39.66,481.45
5.42,41.38,491.38
8.97,36.24,477.89
18.18,61.87,453.1
12.87,41.5,469.44
14.23,46.18,463.86
18.17,66.86,452.77
19.73,49.69,454.28
25.36,61.41,452.29
29.78,73.42,445.58
32,58.9,437.81
18.64,67.71,442.26
13.16,43.71,469.06
7.64,40.02,479.43
11.87,41.78,470.84
20.56,59.14,448.82
11.41,39.61,467.19
26.11,52.36,453.76
19.06,56.65,455.7
9.13,40.02,473.47
8.44,41.17,486.15
14.44,42.32,462.13
6.3,39.33,489.95
13.47,44.88,476.67
20.66,41.54,461.55
23.62,45.87,445.55
16.69,46.18,458.57
28.01,44.89,444.76
21.73,64.63,450.36
30.35,69.51,430.07
8.67,36.66,480.38
30.51,59.57,436.92
26.12,66.75,433.67
13.11,38.73,473.38
21.41,62.39,452.8
12.33,45.51,471.16
24.02,77.54,438.52
9.37,38.56,482.77
11.26,44.92,474.69
30.12,69.71,435.85
4.65,35.19,489.36
28.21,70.8,435.99
30.83,71.58,432.11
6.59,39.37,488.17
21.84,64.69,450.25
31.63,70.17,432.07
4.7,39.9,487.78
31.11,75.33,433.37
18.21,41.23,457.53
9.82,39.64,477.93
16.77,38.01,460.16
16.88,39.99,462.83
21.08,70.32,440.59
22.79,69.13,438.08
26.96,62.39,437.41
30.87,67.32,436.96
19.74,45.38,459.39
24.22,71.14,438.88
16.27,44.21,462.11
14.41,46.18,462.49
10.48,41.38,481.41
14.24,44.84,466.67
23.08,74.78,437.86
25.77,73.68,429.84
17.94,62.1,453.55
9.43,41.4,479.28
13.98,41.79,457.12
25.02,47.45,446.62
30.99,69.82,437.46
17.17,63.09,446.75
19.4,42.44,459.76
24.1,68.08,440.33
12.07,39.99,473.06
9.55,40.72,481.08
9.57,52.75,470.93
21.74,70.32,439.19
30.99,68.51,430.09
17.88,45.87,455.83
17.51,53.16,457.45
7.79,43.13,484.42
31.56,66.44,430.11
30.58,68.84,439.71
13.35,39.64,471.69
17.9,67.71,449.73
21.94,50.32,444.89
31.49,69.13,425.74
8.48,42.49,483.5
26.85,73.77,431.24
26.75,60.96,447.93
24.91,64.45,450.84
23.03,68.08,441.71
12.99,40.55,472.18
23.79,48.06,447.59
23.42,63.07,444.23
32.09,69.4,430.62
21.78,51.43,446.56
31.92,69.13,425.19
22.79,50.78,447.12
10.52,42.18,469.03
7.64,42.28,484.78
15.8,41.2,468.55
17.3,46.21,456.77
18.26,61.27,428.67
14.03,41.79,457.98
24.55,58.86,445.8
24.6,57.32,442.64
25.04,70.36,436.47
32.31,62.04,449.65
21.17,64.15,454.15
9.15,40.11,475.01
27.34,63.78,446.56
11.7,43.41,467.51
27.58,73.06,438.1
20.53,54.9,454.67
9.55,41.44,481.75
9.94,41.44,481.24
6.71,40.72,483.11
31.09,64.05,440.62
17.23,40.12,456.2
18.27,58.2,448.17
9.06,36.3,477.38
14.66,41.66,466.87
23.79,58.2,446.88
31.33,58.9,439.54
10.26,43.14,466.75
33.75,64.96,432.62
18.72,60.07,454.35
20.71,58.18,447.06
28.87,71.97,435.86
12.63,48.04,464.6
13.69,34.03,469.12
20.3,67.32,441.51
14.93,42.44,471.24
25.43,69.13,431.53
24.85,71.98,433.64
14.67,45.01,460.47
3.63,38.44,487.87
28.54,72.99,432
15.26,41.2,467.98
29.88,68.08,429.33
5.65,40.72,487.09
9.2,39.82,482.89
18.85,44.63,456.72
28.16,61.47,442.48
13.15,42.44,469.34
16.97,50.9,463.28
17.33,42.28,462.26
17.39,46.21,454.06
26.26,65.06,440.92
13.72,45.01,464.59
10.99,44.63,473.29
8.94,41.74,483.53
22.5,59.43,441.92
23.62,68.63,447.3
17.17,44.68,462.53
12.47,38.25,469.56
16.65,46.18,465.6
24.56,71.94,437.97
25.49,47.45,444.52
7.33,40,478.16
20.52,43.79,463.93
13.61,41.16,462.67
22.5,45.38,458.19
28.24,65.27,439.36
30.04,67.25,435.17
14.38,44.84,471.6
24.78,68.63,448.43
19.99,40.79,455.28
16.01,43.69,465.89
29.09,72.43,427.3
13.31,40.03,470.31
33.34,69.88,437.84
26.88,59.21,437.11
15.69,37.87,462.16
27.58,78.05,431.95
20.51,63.86,447.18
13.56,39.52,470.67
22.64,59.27,446.2
30.29,71.58,434.27
10.15,41.62,463.89
23.07,57.5,447.49
7.29,40.96,488.65
25.34,69.48,433.81
19.66,58.79,447.93
17.77,56.53,457.94
14.34,42.86,466.17
14.4,42.99,469.34
18.31,62.1,455.24
13.56,40.03,472.59
6.17,41.31,481.27
25.04,51.95,449.45
14.49,41.16,465.24
22.31,43.43,449.67
16.38,46.97,459.87
23.48,65.12,445.66
11.58,39.69,469.6
14.74,43.99,461.82
15.33,42.28,465.2
26.14,69.14,439.03
32.86,68.51,432.38
28.88,63.76,435.54
27.59,54.2,439.31
21.85,69.94,443
6.58,43.02,488.22
20.38,62.52,456.56
9.53,38.18,476.54
16.76,53.16,457.98
32.31,68.94,431.14
10.22,39.96,471.36
10.72,39.35,480.18
21.68,64.15,454.32
21.13,51.43,445.4
29.14,75.23,434.82
12.04,43.69,474.97
10.1,41.4,474.28
28.72,68.14,443.26
28.84,60.23,437.82
18.68,52.84,450.19
16.5,44.63,458.78
27.18,64.44,440.3
20.08,58.79,451.21
19.64,56.65,456.03
27.77,62.26,430.19
31.4,71.06,433.34
3.68,39.64,490.02
11.89,40.03,471.85
7.63,40.56,486.7
26.38,71.73,431.66
22.89,48.98,448.56
17.98,53.29,455.71
14.22,48.6,459.69
22.35,57.76,453.74
22.2,57.17,447.75
16.89,49.21,458.25
22.51,59.21,444.66
15.11,42.99,466.25
25.15,73.67,435.9
15.47,44.9,465.61
11.1,40,477.2
20.78,60.84,445.82
20.94,68.12,446.41
5.52,42.85,478.98
16.19,36.99,462.94
27.06,72.58,429.18
19.92,48.98,455.57
18.53,61.27,454.72
12.21,41.67,475.07
11.59,40.05,474.46
26.61,72.43,427.61
18.4,44.92,458.36
24.8,66.51,441.34
25.47,60.75,438.42
28.57,75.33,431.58
31.01,73.5,432.41
24.38,57.17,444.59
28.46,60.23,439.88
18.16,43.72,454.98
10.6,41.17,478.47
24.19,68.94,439.52
12.2,39.72,471.33
27.95,73.5,435.45
30.38,71.58,433.75
28.48,54.2,440.55
11.3,43.14,469.73
29.19,70.32,427.9
30.75,71.22,437.96
12.37,43.22,468.49
25.75,60.95,443.73
28.18,67.17,438.49
21.89,74.93,448.47
24.79,50.78,445.3
30.86,70.32,433.71
13.51,43.22,465.89
29.35,68.31,445.86
19.98,60.77,448.46
21.77,42.23,462.51
12.43,41.62,460.61
3.4,39.64,459.86
24.73,74.22,436.55
25.54,70.47,436.16
25.88,63.73,438.42
23.07,70.47,439.04
30.66,70.98,435.66
13.77,41.58,459.75
12.57,43.8,466.68
31.1,71.32,437.54
22.24,64.27,443.76
29.08,52.84,438.24
19.35,39.72,455.29
28.88,54.89,440.99
31.7,70.36,438.38
13.25,44.92,469.18
18.55,41.1,459.97
28.69,71.29,433.07
13.74,42.74,465.92
23.97,64.33,443.87
18.44,39.72,460.44
16.88,56.89,457
12.82,46.18,466.06
7.18,38.56,487.63
24.34,62.96,446.09
26.63,62.44,438.25
11.43,41.16,466.86
27.24,66.75,433.65
15.01,42.77,462.6
11.21,40.75,479.2
31.46,71.8,434.96
13.65,42.86,471.75
9.57,39.82,468.02
11.46,44.85,475.33
25.03,60.84,441.58
14.6,44.84,464.88
28.88,73.68,432.93
13.82,44.84,467.95
7.87,41.06,486.57
2.34,39.42,490.34
23.58,70.04,435.47
21.49,70.32,443.04
15.84,41.66,465.5
25.82,61.08,448.46
10.18,40.81,475.13
28.4,69.34,436.5
12.35,41.38,474.94
16.52,43.7,466.73
9.6,42.03,474.65
7.54,38.56,486.76
8.04,41.92,482.58
11.82,41.26,466.95
21.62,48.78,448.52
15.41,44.78,456.83
26.47,63.13,441.81
31.5,74.16,436.43
12.24,49.83,466.83
13.52,41.44,472.11
10.02,39.66,480.05
21.01,44.05,445.07
8.35,43.52,479.31
14.12,39.52,472.32
35.2,73.56,434.37
25.28,72.39,432.52
14.3,41.93,471.32
19.32,52.9,457.66
22.04,69.51,446.34
28.07,66.17,443.77
